0,1,421,456,;4;5;6;7;0;1;2;3;376.2893;389.4695;421.2893;453.1091;466.2893;453.1091;421.2893;389.4695;456.2893;424.4695;411.2893;424.46948;456.2893;488.1091;501.2893;488.1091
1,0,321,456,;0;7;6;5;4;3;2;1;366.2893;353.1091;321.2893;289.4695;276.2893;289.4695;321.2893;353.1091;456.2893;424.46948;411.2893;424.4695;456.2893;488.1091;501.2893;488.1091
2,1,250,527,;6;7;0;1;2;3;4;5;250.57863;218.75882;205.57863;218.75882;250.57863;282.39844;295.5786;282.39844;572.0;558.8198;527.0;495.1802;482.0;495.18018;527.0;558.8198
3,0,250,627,;6;5;4;3;2;1;0;7;250.57863;218.75882;205.57863;218.75882;250.57863;282.39844;295.5786;282.39844;582.0;595.1802;627.0;658.8198;672.0;658.8198;627.0;595.1802
4,1,321,697,;0;1;2;3;4;5;6;7;366.2893;353.1091;321.2893;289.4695;276.2893;289.4695;321.2893;353.1091;697.7107;729.5305;742.7107;729.5305;697.7107;665.89087;652.7107;665.89087
5,0,421,697,;4;3;2;1;0;7;6;5;376.2893;389.4695;421.2893;453.1091;466.2893;453.1091;421.2893;389.4695;697.7107;729.5305;742.7107;729.5305;697.7107;665.89087;652.7107;665.89087
6,1,492,627,;2;3;4;5;6;7;0;1;492.0;523.8198;537.0;523.8198;492.0;460.1802;447.0;460.1802;582.0;595.1802;627.0;658.8198;672.0;658.8198;627.0;595.1802
7,0,492,527,;2;1;0;7;6;5;4;3;492.0;523.8198;537.0;523.8198;492.0;460.1802;447.0;460.1802;572.0;558.8198;527.0;495.18018;482.0;495.1802;527.0;558.8198
8,1,592,527,;6;7;0;1;2;3;4;5;592.0;560.1802;547.0;560.1802;592.0;623.8198;637.0;623.8198;572.0;558.8198;527.0;495.1802;482.0;495.18018;527.0;558.8198
9,0,592,427,;6;5;4;3;2;1;0;7;592.0;560.1802;547.0;560.1802;592.0;623.8198;637.0;623.8198;382.0;395.1802;427.0;458.8198;472.0;458.8198;427.0;395.18018
10,1,521,356,;0;1;2;3;4;5;6;7;566.2893;553.10913;521.2893;489.4695;476.2893;489.4695;521.2893;553.10913;356.2893;388.1091;401.2893;388.1091;356.2893;324.4695;311.2893;324.46948
11,0,421,356,;4;3;2;1;0;7;6;5;376.2893;389.4695;421.2893;453.1091;466.2893;453.1091;421.2893;389.4695;356.2893;388.1091;401.2893;388.1091;356.2893;324.46948;311.2893;324.4695
12,1,321,356,;0;1;2;3;4;5;6;7;366.2893;353.1091;321.2893;289.4695;276.2893;289.4695;321.2893;353.1091;356.2893;388.1091;401.2893;388.1091;356.2893;324.4695;311.2893;324.46948
13,0,221,356,;4;3;2;1;0;7;6;5;176.2893;189.4695;221.2893;253.10912;266.2893;253.1091;221.2893;189.4695;356.2893;388.1091;401.2893;388.1091;356.2893;324.46948;311.2893;324.4695
14,1,150,427,;2;3;4;5;6;7;0;1;150.57863;182.39842;195.57863;182.39844;150.57863;118.75882;105.57863;118.75882;382.0;395.18018;427.0;458.8198;472.0;458.8198;427.0;395.1802
15,0,150,527,;2;1;0;7;6;5;4;3;150.57863;182.39844;195.57863;182.39842;150.57863;118.75882;105.57863;118.75882;572.0;558.8198;527.0;495.18018;482.0;495.1802;527.0;558.8198
16,1,150,627,;2;3;4;5;6;7;0;1;150.57863;182.39842;195.57863;182.39844;150.57863;118.75882;105.57863;118.75882;582.0;595.1802;627.0;658.8198;672.0;658.8198;627.0;595.1802
17,0,150,727,;2;1;0;7;6;5;4;3;150.57863;182.39844;195.57863;182.39842;150.57863;118.75882;105.57863;118.75882;772.0;758.8198;727.0;695.1802;682.0;695.1802;727.0;758.8198
18,1,221,797,;4;5;6;7;0;1;2;3;176.2893;189.4695;221.2893;253.1091;266.2893;253.10912;221.2893;189.4695;797.7107;765.89087;752.7107;765.89087;797.7107;829.5305;842.7107;829.5305
19,0,321,797,;0;7;6;5;4;3;2;1;366.2893;353.1091;321.2893;289.4695;276.2893;289.4695;321.2893;353.1091;797.7107;765.89087;752.7107;765.89087;797.7107;829.5305;842.7107;829.5305
20,1,421,797,;4;5;6;7;0;1;2;3;376.2893;389.4695;421.2893;453.1091;466.2893;453.1091;421.2893;389.4695;797.7107;765.89087;752.7107;765.89087;797.7107;829.5305;842.7107;829.5305
21,0,521,797,;0;7;6;5;4;3;2;1;566.2893;553.10913;521.2893;489.4695;476.2893;489.4695;521.2893;553.10913;797.7107;765.89087;752.7107;765.89087;797.7107;829.5305;842.7107;829.5305
22,1,592,727,;6;7;0;1;2;3;4;5;592.0;560.1802;547.0;560.1802;592.0;623.8198;637.0;623.8198;772.0;758.8198;727.0;695.1802;682.0;695.1802;727.0;758.8198
23,0,592,627,;6;5;4;3;2;1;0;7;592.0;560.1802;547.0;560.1802;592.0;623.8198;637.0;623.8198;582.0;595.1802;627.0;658.8198;672.0;658.8198;627.0;595.1802
